Samples	Trait1	Trait2
Z010E0167	1.12568218455848	0.633958705344126
Z010E0169	1.42565510277633	-0.601898062277607
Z010E0170	1.43200829527427	1.62248748610953
Z010E0172	3.70655258137043	2.35899507369093
Z010E0173	0.952089515230864	2.64096590747361
Z010E0174	3.16214574478969	3.18120447009983
Z010E0175	1.9078312851391	3.34499826229265
Z010E0176	0.40227127386511	0.955347761315806
Z010E0178	3.00824173231642	3.89193919618974
Z010E0179	0.85176734682362	1.1581633268064
Z010E0180	2.32692306635689	0.883119519353834
Z010E0181	3.49130710211612	3.60969725897173
Z010E0182	1.17181840420214	1.23505838875295
Z010E0184	1.94250824586006	2.92712965823295
Z010E0185	1.67668102368585	2.32308669506012
Z010E0186	2.07920939523996	2.22917634009853
Z010E0187	-0.972017266385458	-0.537676420995734
Z010E0188	2.33225628708407	1.93607914003496
Z010E0189	2.58079106463944	1.75173544991632
Z010E0190	2.5413342440969	1.28587439850683
Z010E0191	2.0053541587613	2.54659191565688
Z010E0192	2.05193482416405	2.46878796713589
Z010E0193	3.45218939039749	2.85353550008711
Z010E0194	3.53342722828854	2.05270048945267
Z010E0196	3.81714871802973	3.1460057107358
Z010E0197	0.801564818475675	1.8953656205375
Z010E0198	3.62476521619438	1.76877926335643
Z010E0200	2.99685931044115	2.68309134356609
Z012E0001	-0.513460866351261	0.813148753479052
Z012E0003	0.872404135101052	1.55873538529767
Z012E0004	3.29718141421945	0.571459208671496
Z012E0005	1.93146781646025	2.22985980988325
Z012E0006	-0.143285224941494	1.31230585264518
Z012E0008	1.48461147169657	2.4371483512725
Z012E0009	0.0481998254939543	0.281532391595998
Z012E0010	3.49731698458656	0.928268452622147
Z012E0011	2.04380517456501	2.57923070754931
Z012E0012	0.576566945883209	-0.226893291548855
Z012E0013	2.28478313645619	2.19562976691873
Z012E0014	2.36387100405806	2.05843610651538
Z012E0016	1.76868715250896	2.41591268500528
Z012E0017	-1.7351024744595	-0.213611916026558
Z012E0018	0.733884536174163	2.20744523006587
Z012E0020	3.37080119370773	2.34376090908072
Z012E0021	2.91361072440946	3.14865603251055
Z012E0022	2.75247335112621	1.68221860184659
Z012E0023	1.15224460209541	1.78706375533733
Z012E0024	2.16154307914449	0.550607227764833
Z012E0025	1.35020250956531	2.51772846156397
Z012E0026	0.831633819223236	0.138715461726272
Z012E0027	0.104869340764941	1.33555199421554
Z012E0028	1.84042123789012	2.14332586880978
Z012E0029	4.46553520400002	3.30284025246409
Z012E0030	2.00552555219369	3.38879357164729
Z012E0031	1.21050938401205	2.5631909169395
Z012E0033	0.818402323852017	2.31988609018268
Z012E0035	0.806787944906244	-0.0976599211071108
Z012E0036	-0.0769494861681584	0.28522916162877
Z012E0037	2.49745604074272	2.36125331897573
Z012E0038	1.52312422690521	1.36665015422725
Z012E0040	0.700250691492667	1.06332259648307
Z012E0041	3.54885197184656	2.7398005335703
Z012E0042	0.882832322987643	2.41307714992552
Z012E0043	2.15859201721136	4.10488500325728
Z012E0044	1.52720936773286	3.06745471019043
Z012E0045	2.15310362514656	2.10215482059042
Z012E0046	0.994325262889907	0.432013968365901
Z012E0047	0.568407532125483	2.77941664280313
Z012E0048	0.609613899755655	1.43154963582831
Z012E0049	0.954681140292597	2.09021666720477
Z012E0050	0.586235064529014	-1.27259445268215
Z012E0051	1.52269822873888	0.44626600269469
Z012E0053	0.378039889782792	0.743590328592128
Z012E0054	1.23634301966108	0.149629242921685
Z012E0056	3.2997560217481	2.30947476019563
Z012E0058	2.6737404796487	3.64685359942959
Z012E0059	0.814188472420641	0.617310595638961
Z012E0060	0.392441025028444	1.90554632650086
Z012E0061	-0.391835394929288	-0.655339170558041
Z012E0062	2.5852593147658	1.30696964811276
Z012E0063	3.05477914220224	1.9925489949582
Z012E0064	2.42421506187409	0.641550354298775
Z012E0065	2.11785603938555	2.30373003342934
Z012E0067	2.16001043491364	2.09022339459105
Z012E0068	0.979684476012241	0.147951619689158
Z012E0069	2.80515694042432	1.08928835757347
Z012E0070	3.01134914358554	1.75620392210262
Z012E0071	3.32885602040086	3.04437616119945
Z012E0072	2.1890744159952	2.05637077764757
Z012E0074	1.10662140297111	1.71290003406332
Z012E0075	1.43159828114118	1.10468224786382
Z012E0076	0.478278104376106	1.21098457136575
Z012E0077	2.46315654122243	3.3527884007383
Z012E0078	2.06141317830494	0.908030312518888
Z012E0079	1.09668860341517	0.238767499644544
Z012E0080	0.339658071448458	-0.141190251189755
Z012E0081	3.53950357454895	1.91360859664657
Z012E0082	1.39517834175609	1.49964976556667
Z012E0083	1.4331440854807	2.17537901116017
Z012E0084	1.69571402806348	1.69780508773694
Z012E0085	3.71662338848648	2.63589333524443
Z012E0086	1.34482416293943	1.19796515428475
Z012E0087	2.63770479761027	2.54360462336324
Z012E0088	1.41752956572913	0.312656299961535
Z012E0089	2.8449734981173	1.66317446089298
Z012E0090	0.816351880238303	1.93814879867126
Z012E0092	2.65221645081767	1.91603657367065
Z012E0093	3.06792036589193	2.03050904194162
Z012E0094	0.468995341065515	-0.0906766180568244
Z012E0095	0.881533176586847	0.301109546290843
Z012E0096	3.08569148232725	1.56682872130974
Z012E0097	0.0715791573886383	1.02032557450688
Z012E0099	2.94581251986586	0.621160356050973
Z012E0101	0.557178391516262	2.10098822919747
Z012E0102	3.92204183952864	2.25533989416202
Z012E0103	2.19308007880791	0.204105746011134
Z012E0104	-0.678050817371457	0.64672436237017
Z012E0106	3.34527970187447	1.81167521366542
Z012E0107	1.56975673664665	2.06304127707269
Z012E0108	2.96554234742816	3.18819006728851
Z012E0109	0.921357446373831	2.52490873353558
Z012E0110	1.46004869181504	1.41663614748947
Z012E0111	-0.399492857916405	0.121874747403692
Z012E0112	0.868290527736133	1.26920454171538
Z012E0113	1.51044353674499	2.80853186036975
Z012E0114	1.68574660211352	0.613190198074653
Z012E0115	2.64670893363848	2.09368483966624
Z012E0116	0.118845242640663	0.371400269322243
Z012E0117	2.95640596837475	1.08767830957514
Z012E0119	2.73781048500964	3.33813726693051
Z012E0120	2.44058442902911	2.73583055869489
Z012E0121	2.69608854592829	2.25152523698127
Z012E0122	2.29763723651934	2.40759395231576
Z012E0123	2.16839688754669	1.55291689953976
Z012E0124	2.16597861106146	3.67611669584234
Z012E0125	1.93723909910375	1.05140518582507
Z012E0126	3.30315288946599	3.29220040822269
Z012E0127	3.17187228868137	4.35251642584481
Z012E0129	1.55382785541315	1.55088853876554
Z012E0130	3.71370409299526	4.00351864383872
Z012E0133	1.60743642656768	3.62884402287644
Z012E0134	1.21827948598657	0.639241217773704
Z012E0135	2.01638996465503	1.00796294993765
Z012E0136	1.61324503901569	3.08557602461658
Z012E0137	2.85215560849626	2.61318600069869
Z012E0138	0.0570534974540656	0.680721588396175
Z012E0139	1.49396609145626	2.17867192812712
Z012E0141	2.33460969476644	2.00793190686896
Z012E0142	0.155282142301212	1.16632684215142
Z012E0143	0.180406229525969	1.77009019094238
Z012E0144	1.70011193657715	0.642930927995768
Z012E0145	2.06735295366748	3.49738609568549
Z012E0147	3.14587339982755	3.98147498283687
Z012E0148	1.35161147396378	1.31406444812148
Z012E0149	3.04344971954336	1.89294112695345
Z012E0150	0.198956289768287	2.20201342940024
Z012E0151	2.71622380382007	-0.356680825790966
Z012E0152	0.148424758911974	0.809795320820887
Z012E0154	2.60427899296966	2.33006758092648
Z012E0155	1.75264385670971	1.78259543184335
Z012E0160	-0.0784370859727723	1.52899797981837
Z012E0161	2.58634119040392	4.4376706669807
Z012E0163	3.14360734607295	3.41698898226194
Z012E0164	1.84735691709563	1.72439596395975
Z012E0165	0.33700615657572	-0.805927529905361
Z012E0166	1.43812807192415	0.784662591141904
Z012E0167	0.892660306769785	0.0258577484040419
Z012E0168	3.37797143010473	2.56067570284884
Z012E0169	2.48916434904711	2.76441497204654
Z012E0170	1.14485042476368	2.61491478019078
Z012E0171	0.261290914601986	1.75453794225302
Z012E0172	2.06952235996857	1.09784743497621
Z012E0173	4.24570652797104	4.20847012937868
Z012E0174	2.84457900330441	0.672240468653726
Z012E0175	3.17057234355315	3.11957495881205
Z012E0176	3.06468104784787	3.02276166221163
Z012E0177	3.0276743877992	3.51332402775179
Z012E0178	3.20199607662085	5.10665863367835
Z012E0180	1.52866828358643	2.06319162519738
Z012E0181	1.36148617622901	2.47222102005672
Z012E0182	2.33050267471525	0.5477172043079
Z012E0183	0.836537352653403	0.342019135447102
Z012E0184	1.13763382135653	1.06500612663328
Z012E0185	0.354788651348464	0.79194204905551
Z012E0186	3.2660253705769	2.24970381349891
Z012E0187	1.13879936856242	-0.589523194691838
Z012E0188	1.20253289718083	0.247370784274953
Z012E0189	2.49986862788765	1.12980571333362
Z012E0191	2.92487403849129	2.84976007017523
Z012E0192	1.48694431957136	1.65164467666995
Z012E0193	2.00675658673704	2.46853888831662
Z012E0194	1.29326286984754	-0.761794072015968
Z012E0195	1.28694683231399	2.94733473191713
Z012E0196	4.68349844231945	3.40314281856483
Z012E0197	3.9476307863633	3.57140910047096
Z012E0198	1.60790821375536	2.66519797611478
Z012E0199	3.36272633763062	4.21890377055072
Z012E0200	1.93916413029317	1.27398837389146
Z013E0001	1.73712656538025	1.91397992706158
Z013E0002	3.15009822820505	2.7345107214881
Z013E0003	2.79171849928539	1.76513064186691
Z013E0004	0.106443922890375	0.836721851798621
Z013E0005	2.30862280910206	2.64549685864515
Z013E0006	2.38706092178081	1.52056117493788
Z013E0007	1.80946489947743	3.50199673112053
Z013E0009	3.77286486906843	3.11382382745902
Z013E0010	1.46686063115669	0.621092757592126
Z013E0013	2.34563924764411	2.79120971578477
Z013E0014	1.19680536354987	3.60586438927902
Z013E0015	3.69405984404672	2.41203625116603
Z013E0016	1.97860098269723	1.61982179753075
Z013E0018	1.86343316296441	2.33439284848329
Z013E0019	1.20460612948617	0.797640660657473
Z013E0020	0.603254186861663	3.1635842919377
Z013E0021	0.601719918131001	-0.195242336896838
Z013E0022	3.00199323815829	2.74431382841305
Z013E0023	0.820484909971124	1.27886319752995
Z013E0024	2.54423233075146	1.32760097870044
Z013E0025	3.36598865895053	2.09679252196343
Z013E0026	3.41570049177911	3.74961820839211
Z013E0027	-0.0930958345625046	0.49570561569757
Z013E0028	0.745432240086085	0.350630443660387
Z013E0029	1.5603324435058	2.20508738203624
Z013E0030	1.7563103143096	2.51829479010351
Z013E0031	1.46653736679585	1.74151438932922
Z013E0033	3.79116480569932	3.84722611510463
Z013E0034	1.95462672732642	2.34601412209599
Z013E0035	2.29209095208902	3.57638574693924
Z013E0036	3.48648730829266	2.84201906384853
Z013E0037	1.10865587529825	3.85248667028403
Z013E0038	0.693096064619611	1.03167033357685
Z013E0039	3.57690515768132	2.34318650053608
Z013E0040	0.852469170570107	1.82160114168571
Z013E0042	2.93366080400494	3.17933289499357
Z013E0043	-0.824541783707861	-0.338253898915315
Z013E0044	3.16521236750562	4.31254601306063
Z013E0045	2.39392741588525	3.7534904017454
Z013E0046	3.91900917506028	3.34428478158327
Z013E0049	2.10195941446439	0.296359733166306
Z013E0050	3.82953655257986	2.87085798490124
Z013E0051	1.36756104778565	2.64958064495123
Z013E0052	1.22129362071003	-0.282750613421656
Z013E0053	0.372015631937594	1.84388598011231
Z013E0054	2.18088013873316	1.68182174725731
Z013E0055	1.51523750630789	0.578015024812897
Z013E0056	1.29395179191396	1.94597975441119
Z013E0057	1.77581075475019	2.46989676990837
Z013E0059	0.932444111494754	1.48249719398539
Z013E0060	0.00752981850508072	2.62222677609956
Z013E0061	2.03628040609858	1.58852596325387
Z013E0062	2.90852538690962	1.75756648985918
Z013E0063	3.01475791671676	2.22068918845007
Z013E0065	0.364522834544833	0.912868794241564
Z013E0066	0.724653805740884	1.14950807848696
Z013E0067	2.31367795376734	1.28164808606316
Z013E0068	1.27910424766264	1.05419691449239
Z013E0069	2.79160492218746	1.68703983549298
Z013E0071	2.7726657711856	1.56034663411667
Z013E0072	2.29194928262686	3.01368979979707
Z013E0073	2.87978020896884	1.56115399551305
Z013E0074	0.465621516282456	2.16953779943658
Z013E0075	2.74019504784305	1.82228881352004
Z013E0076	1.57397002178583	1.02868938676074
Z013E0077	1.96678883946603	3.15419220005153
Z013E0078	2.13953884258982	1.34318511190933
Z013E0079	2.27232383945416	3.49606303779222
Z013E0081	1.2980279479151	1.93893971070779
Z013E0082	3.0149423339024	3.24782722180926
Z013E0083	1.23678337806024	0.842216773218329
Z013E0084	1.83102383708969	3.71239470593182
Z013E0085	2.36663811225723	4.02748982631545
Z013E0086	2.9662703647381	2.98941468314145
Z013E0087	2.67668434014076	2.72235796916025
Z013E0088	2.34998661688187	4.07747126082893
Z013E0089	1.05870716556411	0.200909403430765
Z013E0090	2.4527575118867	0.858457978215739
Z013E0091	1.86237900366466	1.88960486302521
Z013E0092	3.34089712732415	2.87625380371279
Z013E0093	1.6520277471815	2.43870273070812
Z013E0094	3.75290174229958	2.6506108198882
Z013E0095	2.67205348511641	2.51438057229243
Z013E0096	0.849480947684483	0.00947126538474419
Z013E0097	3.11092445714232	1.86016359567359
Z013E0098	1.66216830467888	1.27007522196966
Z013E0099	-0.605057336301595	0.135016186099712
Z013E0100	0.142605064751853	0.975830367225616
Z013E0101	1.80236290929476	2.62568841078625
Z013E0102	0.11907520149103	0.427302206855483
Z013E0103	4.68237425954116	3.17187552768974
Z013E0104	1.24331159509883	1.22059917453482
Z013E0105	1.13492797173389	1.58569667836339
Z013E0110	-0.374601747996942	0.474304799409697
Z013E0112	2.00993991002159	2.7519574485464
Z013E0113	4.36856127452197	4.80369904869463
Z013E0114	0.397979478203546	1.50692344525561
Z013E0115	2.63576501076046	2.40672601764447
Z013E0116	2.79226369547369	1.40124194720989
Z013E0117	1.15381530302056	2.91011394506531
Z013E0118	2.52890441745981	2.91556803477716
Z013E0119	2.05477595268475	-0.490089871624939
Z013E0120	0.716397990132847	1.17255877797026
Z013E0122	2.97514965640881	2.95258537862108
Z013E0123	2.34414767631829	2.62573095513574
Z013E0124	3.78786915821136	4.71201534547875
Z013E0125	0.298961241190367	-0.455196874825439
Z013E0126	0.754045163456243	1.91080584143016
Z013E0127	6.29321770014531	4.13899226976204
Z013E0128	1.89296202119619	1.56364846165667
Z013E0129	5.51575704977837	4.01420386807231
Z013E0130	2.05463407073113	0.493486847525668
Z013E0131	1.62094072236898	0.573167105445891
Z013E0132	-0.392053170929138	0.321513782035673
Z013E0133	3.05882093419948	1.86221678411082
Z013E0134	3.33718126785477	1.3383842634772
Z020E0001	1.66486685454845	0.62706120003168
Z020E0002	3.82440340114085	2.69559569353842
Z020E0004	0.013626862801729	0.486273023736014
Z020E0005	2.95561263452027	2.72434911970444
Z020E0006	2.35900557994131	1.74010278599144
Z020E0007	3.43927569006725	3.23739184163876
Z020E0009	3.0592812091265	4.5647585348626
Z020E0010	1.35804207440219	0.73908900284529
Z020E0011	1.68644136624391	3.29541410784652
Z020E0012	1.72291301562242	1.69351768202078
Z020E0013	-0.245908099572943	0.445326378884389
Z020E0014	1.94498452785549	0.0401912269776283
Z020E0015	2.53860844795608	2.73438659377277
Z020E0016	1.02022084312189	1.92123302574662
Z020E0017	3.03756925153801	0.972012495110922
Z020E0018	2.85201357217613	2.07436339933572
Z020E0021	0.797718986551003	0.128241041029359
Z020E0022	3.90675993911263	4.59134899219936
Z020E0023	0.150771243394732	-0.00786673648301692
Z020E0025	1.38984602584715	1.97515859510579
Z020E0027	1.98185542547572	2.09716349126345
Z020E0028	-0.0848127576885138	0.800804726536683
Z020E0030	0.526326388128781	0.811383744025569
Z020E0031	3.58904546293955	2.61817861376065
Z020E0032	0.698184308863477	1.25076501708191
Z020E0033	1.85887941533718	0.861642444731524
Z020E0036	3.26174902059481	3.20632789657809
Z020E0037	2.58241361794323	1.54610849025448
Z020E0038	3.10621997028538	2.45974146629799
Z020E0040	1.44538674201056	2.41713337079838
Z020E0041	4.13362725224148	4.16989477329827
Z020E0042	4.45690961864387	5.17142972414205
Z020E0043	2.66100033736404	2.82347783353957
Z020E0044	3.84238496718324	2.84192531414826
Z020E0045	2.56715947630905	2.64369448368259
Z020E0046	2.1595072094909	1.22225262943981
Z020E0047	3.26011977919713	3.55901073386484
Z020E0048	2.01929380907293	2.12210266123954
Z020E0050	0.625436369506022	1.42619074285317
Z020E0052	1.39285074032658	2.56049104405009
Z020E0053	2.37550386961794	1.97794612462559
Z020E0054	3.93600524291871	3.50274739914919
Z020E0055	3.10671760452836	2.89091212225871
Z020E0058	1.61164486277871	1.45549927440374
Z020E0060	3.19299891394794	2.69206124955056
Z020E0061	4.70755993709928	3.25532055457282
Z020E0062	-0.078586662193489	0.0906372149477292
Z020E0063	2.42645657209012	-0.3024986343231
Z020E0064	0.997650745845708	0.354998424268799
Z020E0065	4.07806164982211	1.08936256944466
Z020E0066	1.8803285045204	1.23020470761028
Z020E0067	0.92307981460639	1.08533301694661
Z020E0068	0.957041127951583	1.93089533035487
Z020E0069	0.323022978146303	0.808288031915664
Z020E0070	4.17970682036197	3.86764274618933
Z020E0071	2.57091587573505	0.117393572214762
Z020E0073	1.28110392455713	3.19646979516523
Z020E0074	0.16972070530273	1.15956389142893
Z020E0075	2.80942850693412	1.39994596346958
Z020E0076	1.16111880911568	-1.23370086786928
Z020E0077	2.65240725067646	2.30996066620581
Z020E0078	0.818809019120195	1.5281963790629
Z020E0079	2.54795427608606	3.70956434347216
Z020E0080	-0.393328921186283	1.45145495959582
Z020E0081	3.43982135245324	3.54028594552682
Z020E0083	1.47841780547575	2.6172823405447
Z020E0084	1.20530468483055	2.33601191899519
Z020E0085	4.19057656792531	3.72039747149221
Z020E0086	1.78426057544324	0.883129009687301
Z020E0087	0.175092155782356	1.11742643140567
Z020E0088	1.15608915689632	0.998243433266891
Z020E0089	2.2931398021358	0.512593878641495
Z020E0090	1.93336831665819	1.10758629321087
Z020E0091	2.02434190597411	2.34760890544915
Z020E0092	1.65056679774634	3.14362706190337
Z020E0093	2.64721859628214	0.217598089536866
Z020E0094	1.28197928004688	2.88029780012991
Z020E0095	2.89234133508674	2.08487853610478
Z020E0098	2.52333455570438	0.962601394421131
Z020E0100	2.32180146992188	2.65882692430225
Z020E0101	1.43791143024917	1.0331871349952
Z020E0102	3.21525578271747	2.8050903554642
Z020E0103	1.40932455058829	0.220652174792363
Z020E0104	2.98830714471415	1.45359870683061
Z020E0105	1.25171875148172	2.66270805705855
Z020E0106	0.577587114005029	2.42775606723896
Z020E0107	3.00098632863231	1.46001744847388
Z020E0108	0.379885957294932	0.149057938907952
Z020E0109	2.45337916692282	3.57512281327736
Z020E0110	0.979101624266072	1.20573282800009
Z020E0111	3.83098758061084	2.89398576218141
Z020E0112	2.22115688077122	3.3711678899085
Z020E0113	2.24374862600009	1.5746743680949
Z020E0114	1.81743290983598	2.11430180214951
Z020E0115	1.75343530741659	2.38137534740524
Z020E0116	4.21616261329675	2.42605084851536
Z020E0118	2.03237031060806	1.74292924346821
Z020E0121	2.18800697920494	2.02726907497011
Z020E0122	0.575059041150916	-1.5457576070479
Z020E0123	0.682056694706041	0.564019220468876
Z020E0125	2.99055680138334	4.12580748352163
Z020E0126	0.0443467692135393	0.571323924653529
Z020E0128	2.33432390313835	0.862611789377427
Z020E0131	0.99752095618045	1.24163708376014
Z020E0132	3.61349697014109	4.55966884473471
Z020E0133	1.42906212739062	0.58711428155068
Z020E0134	0.697809876301279	0.740940918819395
Z020E0135	2.40527730136167	2.44945149329748
Z020E0136	1.03130906029635	1.55090496476524
Z020E0137	1.8406871193808	0.944564630316666
Z020E0138	2.93473442839479	1.27293198714583
Z020E0139	5.47967242374086	2.85595682904272
Z020E0140	3.51973696296827	4.01390824899862
Z020E0141	1.99764618566807	3.13191778495968
Z020E0142	-0.00736353590289807	2.47506049580352
Z020E0144	-0.350387957369537	2.30576864409727
Z020E0145	3.90465052546892	3.15281199444146
Z020E0146	0.67403125872028	0.287046928276277
Z020E0147	1.8978752824503	1.06150252504044
Z020E0148	1.63791579698672	2.25270155165004
Z020E0149	1.6220584880268	1.92433725420743
Z020E0150	0.241299830252375	0.869029970642954
Z020E0151	2.29946824177158	1.98026722794491
Z020E0152	2.32656156219044	2.1235899871786
Z020E0153	0.29155586262615	1.90993013833564
Z020E0155	4.73254114058297	2.96993955187928
Z020E0156	2.26033118090359	1.04653388265039
Z020E0157	0.965352057479433	1.42600131609928
Z020E0158	2.40757687026905	0.969478148354457
Z020E0160	2.67979677463864	1.89926989966177
Z020E0161	1.20773274784808	0.0223655923530787
Z020E0162	1.68874920814984	2.16624088758434
Z020E0163	2.67813308493169	2.07423711031526
Z020E0164	3.59010290393163	3.78256871954223
Z020E0165	0.973488715366253	2.34607520995191
Z020E0167	1.45525587347992	2.13977874490487
Z020E0168	2.77489089883075	3.19596213669433
Z020E0169	1.90041278878271	1.50793603209027
Z020E0170	0.309243818657237	0.464244791584878
Z020E0171	2.59664971394829	2.5258185275665
Z020E0172	1.45496461508827	2.37308159363238
Z020E0173	-0.394639983263938	1.02840788811741
Z020E0175	2.34972970144569	1.82607584711356
Z020E0179	0.543019989117685	0.512357136238596
Z020E0180	1.89390495089714	1.15471171716197
Z020E0181	4.51496623851794	3.10077052733458
Z020E0182	0.873342136500809	1.11628909121397
Z020E0183	2.83459219615828	2.28403408865487
Z020E0185	0.222255337419077	2.35431765078941
Z020E0186	1.09997844605707	0.246977686120657
Z020E0187	-0.322767714905258	-0.302974027308006
Z020E0188	3.65788101906229	2.36490734801069
Z020E0189	1.86052622322789	1.10898793336242
Z020E0191	3.72231750458281	4.67141652781808
Z020E0192	2.47788885335359	2.22025209432415
Z020E0194	3.0350761560756	2.64900766583467
Z020E0195	1.04196675725962	2.44768324996254
Z020E0196	1.12347185109021	0.971496267847457
Z020E0197	1.91791021340911	2.35085657223078
Z020E0198	2.49777791393185	3.38521356262554
Z020E0199	2.54493622060593	1.38989294349004
Z020E0200	2.17774488959473	1.36281782614058
Z021E0002	2.08843019422845	1.62648961772713
Z021E0003	1.26837265705718	1.82405399502205
Z021E0004	1.68818360564162	1.22575975988549
Z021E0005	4.35125785951779	1.02516209210881
Z021E0008	2.2843495123728	1.27675688424621
Z021E0009	1.4880037667023	1.14048305103819
Z021E0010	1.08755968585914	1.97549084185836
Z021E0012	1.78645415458487	0.583643490265551
Z021E0013	2.35239298009895	2.45646361884311
Z021E0014	2.99103649881124	4.09405702535408
Z021E0015	0.731625674897105	2.72476202778415
Z021E0016	-0.368495554886549	1.42947867538731
Z021E0017	2.58064696445889	0.415222884047863
Z021E0019	3.13339535941246	3.32354363001008
Z021E0023	0.207351346124199	-0.871643670306708
Z021E0025	2.92681643992638	2.83984822066713
Z021E0026	2.01501198869085	1.2911128811915
Z021E0027	2.20095823385287	1.32131556460379
Z021E0029	2.12932450007841	2.66331586810244
Z021E0030	-0.131738550841107	-0.143772555788833
Z021E0032	4.46460397699423	5.09900751982849
Z021E0033	0.554162693852796	1.42992629642685
Z021E0034	2.51229573690591	2.3783849574253
Z021E0035	1.84614824355814	1.94471771635603
Z021E0037	3.43799736838118	2.29788794779401
Z021E0038	2.03428465908571	1.77730318111444
Z021E0039	1.71601743804315	2.41388232924736
Z021E0040	0.38969727487244	1.11137470452357
Z021E0042	2.88966469961833	3.38120660948945
Z021E0043	2.23248975075681	2.65956359073328
Z021E0044	1.61296455208253	2.6559953101534
Z021E0045	-0.978192031947377	0.35192203877087
Z021E0046	2.11807516098226	2.57518518990092
Z021E0047	2.63977817561037	3.17370203722945
Z021E0048	1.51939671129733	1.88457214329898
Z021E0049	1.4796574121427	-0.00092528541650494
Z021E0051	2.33636836088431	1.81176889076157
Z021E0053	0.4983162444262	-0.0173538113666538
Z021E0054	0.308580858482063	3.55035909555052
Z021E0057	3.14902764422201	3.40133393657001
Z021E0058	2.19157281967229	1.62336348124797
Z021E0060	2.71776594124271	1.18982484164552
Z021E0062	0.593768289216271	0.21012819810016
Z021E0064	2.46248315469544	2.87176948077639
Z021E0065	1.94086017328901	2.9950182861143
Z021E0069	0.41002907260413	2.13887031975851
Z021E0070	-0.720303120635335	0.771803324786406
Z021E0071	0.413495733758265	2.12572738509485
Z021E0072	3.3565728442247	3.72844490954716
Z021E0074	0.517161585099802	0.88107243879569
Z021E0075	1.66564827734498	0.96251316549939
Z021E0076	1.83787514444484	2.95652155236824
Z021E0077	3.33983507077017	3.97803151035137
Z021E0078	3.95990817424102	3.50838698366069
Z021E0079	0.533988563814974	0.811555530863553
Z021E0080	0.564795390146588	1.47637684335183
Z021E0081	1.32716567808692	-0.11985472994234
Z021E0082	1.8520726125413	2.70070266346825
Z021E0083	2.52218147035991	2.95208772018194
Z021E0084	1.59542449020037	2.0892860966188
Z021E0085	1.41361752947294	0.249253453334682
Z021E0086	0.422228068102174	0.283024808640065
Z021E0087	3.73289120443835	3.49140751720684
Z021E0088	3.12211815453364	0.970470114768864
Z021E0089	2.41144259252326	2.74004509956635
Z021E0090	0.910458248426446	0.170473891935433
Z021E0091	2.95056414220344	4.15352452968215
Z021E0092	1.20323507107418	0.0911544771812542
Z021E0093	2.84227089127567	2.64239324869804
Z021E0094	1.93963796542731	0.701013680644015
Z021E0096	1.28370365955754	0.899497675497493
Z021E0097	1.23335351203868	0.82292234493506
Z021E0100	0.26344796775718	1.31192752110193
Z021E0101	0.904781348622659	2.26597229561694
Z021E0102	3.8742602180711	3.57193432085354
Z021E0103	1.21642554569793	0.970975328628574
Z021E0104	3.24729467014506	1.69183538698591
Z021E0105	1.10065051048889	1.37247012032352
Z021E0106	1.42871154956065	2.04619100716001
Z021E0108	3.24877311302755	3.6524944929689
Z021E0110	2.87509034648798	2.7354572477515
Z021E0111	1.544322663967	2.76389257945531
Z021E0112	1.21042059650843	0.950381243890622
Z021E0113	2.35900752279885	3.33335911147433
Z021E0114	3.14908591141691	1.71500611670281
Z021E0115	0.242021118351704	0.267310642426409
Z021E0116	1.63278209921851	1.37318699524384
Z021E0118	-0.23792034805714	2.53708941141884
Z021E0119	2.74701801781563	2.13357218605573
Z021E0120	1.65833176049722	2.19611874296596
Z021E0121	2.64043514167076	0.998355226170705
Z021E0123	1.64063801624196	0.0297741343597262
Z021E0124	1.15358046721292	1.1879302865877
Z021E0125	2.1444397003909	1.7404543160916
Z021E0126	2.8850798636801	2.96280068468478
Z021E0127	2.52276612378677	1.9305637565202
Z021E0128	1.34590014748173	2.19183927886986
Z021E0129	4.09973546977626	1.62078095004522
Z021E0130	1.48630792875768	2.7360005153252
Z021E0131	1.04165929726522	1.72252288335868
Z021E0133	3.38235857732975	2.99783930287824
Z021E0134	2.40954194345074	3.17147632653039
Z021E0135	3.04512672895754	2.6382981423199
Z021E0136	3.05909971371727	2.01009600305755
Z021E0137	0.949415029906315	0.288386471015087
Z021E0138	1.14707022753278	0.868151685433654
Z021E0139	2.40609697712785	1.70809422383331
Z021E0140	2.87078443250768	2.59954989209752
Z021E0141	0.0557927098585449	-0.796411330156416
Z021E0144	2.12133904068574	3.65761725882431
Z021E0148	1.73096861797678	1.41995957384211
Z021E0149	0.850468885414363	1.9639951591113
Z021E0150	1.28226794548134	3.36936326912536
Z021E0151	2.69749741464668	1.07213452784508
Z021E0152	1.78192853528691	2.85930758594221
Z021E0153	-0.569977744564251	1.5314415171364
Z021E0156	3.38210165813081	3.56773767781351
Z021E0157	1.29654156397963	3.46269558068546
Z021E0158	2.1719388058569	2.65113943059072
Z021E0159	0.684985262180635	1.14659477985192
Z021E0160	2.13785942582712	1.25255662011156
Z021E0161	1.83463408236232	4.24063767056136
Z021E0162	2.1858728912984	2.05536645845998
Z021E0163	4.11949968354625	4.00461423991579
Z021E0164	0.770593127818199	0.919297533956273
Z021E0166	0.626982446122622	0.54768254550756
Z021E0167	1.03469367101827	0.975085654550228
Z021E0169	2.35033696087519	3.25847914872977
