Trait	Heritability_0.5_Rep_1
Z020E0191	3.722317505
Z020E0192	2.477888853
Z020E0194	3.035076156
Z020E0195	1.041966757
Z020E0196	1.123471851
Z020E0197	1.917910213
Z020E0198	2.497777914
Z020E0199	2.544936221
Z020E0200	2.17774489
Z021E0002	2.088430194
Z021E0003	1.268372657
Z021E0004	1.688183606
Z021E0005	4.35125786
Z021E0008	2.284349512
Z021E0009	1.488003767
Z021E0010	1.087559686
Z021E0012	1.786454155
Z021E0013	2.35239298
Z021E0014	2.991036499
Z021E0015	0.731625675
Z021E0016	-0.368495555
Z021E0017	2.580646964
Z021E0019	3.133395359
Z021E0023	0.207351346
Z021E0025	2.92681644
Z021E0026	2.015011989
Z021E0027	2.200958234
Z021E0029	2.1293245
Z021E0030	-0.131738551
Z021E0032	4.464603977
Z021E0033	0.554162694
Z021E0034	2.512295737
Z021E0035	1.846148244
Z021E0037	3.437997368
Z021E0038	2.034284659
Z021E0039	1.716017438
Z021E0040	0.389697275
Z021E0042	2.8896647
Z021E0043	2.232489751
Z021E0044	1.612964552
Z021E0045	-0.978192032
Z021E0046	2.118075161
Z021E0047	2.639778176
Z021E0048	1.519396711
Z021E0049	1.479657412
Z021E0051	2.336368361
Z021E0053	0.498316244
Z021E0054	0.308580858
Z021E0057	3.149027644
Z021E0058	2.19157282
Z021E0060	2.717765941
Z021E0062	0.593768289
Z021E0064	2.462483155
Z021E0065	1.940860173
Z021E0069	0.410029073
Z021E0070	-0.720303121
Z021E0071	0.413495734
Z021E0072	3.356572844
Z021E0074	0.517161585
Z021E0075	1.665648277
Z021E0076	1.837875144
Z021E0077	3.339835071
Z021E0078	3.959908174
Z021E0079	0.533988564
Z021E0080	0.56479539
Z021E0081	1.327165678
Z021E0082	1.852072613
Z021E0083	2.52218147
Z021E0084	1.59542449
Z021E0085	1.413617529
Z021E0086	0.422228068
Z021E0087	3.732891204
Z021E0088	3.122118155
Z021E0089	2.411442593
Z021E0090	0.910458248
Z021E0091	2.950564142
Z021E0092	1.203235071
Z021E0093	2.842270891
Z021E0094	1.939637965
Z021E0096	1.28370366
Z021E0097	1.233353512
Z021E0100	0.263447968
Z021E0101	0.904781349
Z021E0102	3.874260218
Z021E0103	1.216425546
Z021E0104	3.24729467
Z021E0105	1.10065051
Z021E0106	1.42871155
Z021E0108	3.248773113
Z021E0110	2.875090346
Z021E0111	1.544322664
Z021E0112	1.210420597
Z021E0113	2.359007523
Z021E0114	3.149085911
Z021E0115	0.242021118
Z021E0116	1.632782099
Z021E0118	-0.237920348
Z021E0119	2.747018018
Z021E0120	1.65833176
Z021E0121	2.640435142
Z021E0123	1.640638016
Z021E0124	1.153580467
Z021E0125	2.1444397
Z021E0126	2.885079864
Z021E0127	2.522766124
Z021E0128	1.345900147
Z021E0129	4.09973547
Z021E0130	1.486307929
Z021E0131	1.041659297
Z021E0133	3.382358577
Z021E0134	2.409541943
Z021E0135	3.045126729
Z021E0136	3.059099714
Z021E0137	0.94941503
Z021E0138	1.147070228
Z021E0139	2.406096977
Z021E0140	2.870784433
Z021E0141	0.05579271
Z021E0144	2.121339041
Z021E0148	1.730968618
Z021E0149	0.850468885
Z021E0150	1.282267945
Z021E0151	2.697497415
Z021E0152	1.781928535
Z021E0153	-0.569977745
Z021E0156	3.382101658
Z021E0157	1.296541564
Z021E0158	2.171938806
Z021E0159	0.684985262
Z021E0160	2.137859426
Z021E0161	1.834634082
Z021E0162	2.185872891
Z021E0163	4.119499684
Z021E0164	0.770593128
Z021E0166	0.626982446
Z021E0167	1.034693671
Z021E0169	2.350336961
Z021E0170	1.787376521
Z021E0172	1.643886386
Z021E0173	2.750901951
Z021E0174	1.197271357
Z021E0176	1.414167839
Z021E0177	-0.039015256
Z021E0178	-0.123254917
Z021E0179	3.335661428
Z021E0180	0.6063154
Z021E0181	2.154737378
Z021E0184	2.28883759
Z021E0185	2.39312182
Z021E0186	1.278442771
Z021E0187	0.730736505
Z021E0188	1.930294545
Z021E0189	1.79724717
Z021E0190	1.528808013
Z021E0191	2.065098736
Z021E0192	2.754861773
Z021E0193	1.133138272
Z021E0194	0.873660837
Z021E0195	3.103359761
Z021E0196	1.65060478
Z021E0197	3.426052552
Z021E0198	2.604903961
Z021E0199	4.656177374
Z023E0001	2.007780051
Z023E0003	0.803744819
Z023E0004	3.191497831
Z023E0006	3.786935763
Z023E0007	2.020965466
Z023E0008	2.107930509
Z023E0009	1.480706315
Z023E0010	1.672689359
Z023E0011	2.038743364
Z023E0012	4.126072241
Z023E0013	1.880585251
Z023E0014	0.860905802
Z023E0015	0.68353599
Z023E0018	2.583906725
Z023E0019	1.133967323
Z023E0020	2.703209841
Z023E0021	1.174448327
Z023E0022	2.005753379
Z023E0023	1.617555215
Z023E0025	1.786457036
Z023E0026	3.606784544
Z023E0027	1.854760984
Z023E0028	0.0592835
Z023E0029	1.971690118
Z023E0030	2.731262802
Z023E0031	1.154010389
Z023E0032	0.771450429
Z023E0033	1.371644566
Z023E0034	2.141135545
Z023E0035	2.388988138
Z023E0036	2.025333537
Z023E0037	0.594807316
Z023E0038	2.83374338
Z023E0039	0.444618362
Z023E0040	1.718218732
Z023E0041	-1.06829386
Z023E0042	2.186398769
Z023E0043	3.753540612
Z023E0044	1.855137962
Z023E0045	1.666776077
Z023E0047	2.432276645
Z023E0048	1.915959061
Z023E0049	3.111890303
Z023E0050	-0.811239124
Z023E0051	1.874771579
Z023E0052	2.683873119
Z023E0053	3.90051815
Z023E0054	2.936662304
Z023E0055	2.221846441
Z023E0056	3.106720874
Z023E0057	1.146731297
Z023E0059	0.926653428
Z023E0062	1.891318135
Z023E0063	2.454305138
Z023E0064	1.380360818
Z023E0065	0.871294609
Z023E0068	4.193027775
Z023E0069	1.494435365
Z023E0070	3.201113065
Z023E0071	-0.389254641
Z023E0072	1.334008623
Z023E0076	1.576602261
Z023E0077	2.768779373
Z023E0078	0.774035637
Z023E0080	-0.870596561
Z023E0081	5.250495731
Z023E0082	-0.084360269
Z023E0083	-0.522208971
Z023E0084	2.389599202
Z023E0085	1.196562225
Z023E0087	-0.388564216
Z023E0088	0.598882516
Z023E0089	1.355820049
Z023E0092	3.300404229
Z023E0093	2.005873196
Z023E0094	1.582120135
Z023E0095	3.354921886
Z023E0096	3.314718354
Z023E0097	2.345391732
Z023E0098	3.10327117
Z023E0099	4.916394726
Z023E0107	2.692335998
Z023E0108	1.602669113
Z023E0109	2.383029337
Z023E0110	1.344163516
Z023E0111	0.853000938
Z023E0112	2.056742802
Z023E0113	1.537392015
Z023E0114	1.517631057
Z023E0115	0.144116126
Z023E0116	3.29157293
Z023E0117	1.105488103
Z023E0118	-0.041477704
Z023E0119	1.666080641
Z023E0120	-1.167307933
Z023E0122	2.431253166
Z023E0123	5.853690522
Z023E0124	1.426988734
Z023E0125	1.962226009
Z023E0126	1.978816867
Z023E0127	1.820601082
Z023E0128	2.130334133
Z023E0129	2.325384284
Z023E0131	2.940144619
Z023E0132	0.527731742
Z023E0133	0.768622037
Z023E0134	1.343630746
Z023E0136	1.040378413
Z023E0137	2.302802321
Z023E0138	0.664593004
Z023E0140	2.473923645
Z023E0141	4.299020321
Z023E0142	2.109982134
Z023E0143	0.891997996
Z023E0144	1.277406983
Z023E0145	0.627493884
Z023E0146	0.587439406
Z023E0147	4.524247399
Z023E0150	0.816020587
Z023E0153	3.367362725
Z023E0154	2.379908296
Z023E0155	1.103165318
Z023E0156	3.306314151
Z023E0157	4.409211321
Z023E0158	2.870147424
Z023E0160	2.818087554
Z023E0162	2.819777691
Z023E0164	4.321312218
Z023E0165	4.137668082
Z023E0169	2.972164594
Z023E0170	2.273655555
Z023E0171	0.013051324
Z023E0172	1.623510928
Z023E0173	1.785133068
Z023E0174	0.267172682
Z023E0175	1.891720463
Z023E0178	2.40486153
Z023E0179	2.772309967
Z023E0180	2.393887656
Z023E0181	1.856662048
Z023E0182	0.011021709
Z023E0183	2.611983979
Z023E0184	0.987980832
Z023E0185	3.461737848
Z023E0187	1.319276676
Z023E0188	1.269482256
Z023E0189	3.128595732
Z023E0191	2.017599609
Z023E0192	1.793575156
Z023E0195	3.085055683
Z023E0196	0.467670203
Z023E0197	1.840698695
Z023E0198	3.01370712
Z023E0199	2.664860932
Z023E0200	0.917873672
Z025E0001	0.925426377
Z025E0002	3.166486134
Z025E0003	4.610300829
Z025E0004	3.832886752
Z025E0005	1.503703727
Z025E0006	1.850211661
Z025E0007	1.991272378
Z025E0008	1.938758915
Z025E0010	3.086842369
Z025E0011	1.158540681
Z025E0015	0.993809219
Z025E0016	0.049030273
Z025E0017	-0.17336941
Z025E0018	2.192506893
Z025E0019	0.1363182
Z025E0020	3.078418365
Z025E0021	3.751664525
Z025E0022	0.207071928
Z025E0023	2.799025775
Z025E0024	3.00469548
Z025E0025	2.655870028
Z025E0026	3.66988514
Z025E0027	1.278393853
Z025E0028	3.404140426
Z025E0029	1.447435688
Z025E0030	1.376795503
Z025E0032	1.015558681
Z025E0034	2.667630217
Z025E0035	4.082626438
Z025E0036	2.894990775
Z025E0037	2.585206654
Z025E0038	1.779151551
Z025E0039	1.300432981
Z025E0041	2.262091798
Z025E0042	2.649004415
Z025E0043	1.064173135
Z025E0044	1.444236475
Z025E0045	2.485565209
Z025E0046	1.088840401
Z025E0047	-0.336237222
Z025E0048	0.128069025
Z025E0049	2.713430313
Z025E0050	2.010248909
Z025E0052	2.062158537
Z025E0053	4.501434899
Z025E0054	1.82690737
Z025E0055	1.30915651
Z025E0056	4.046949029
Z025E0057	4.91256929
Z025E0058	2.61274318
Z025E0059	1.61437658
Z025E0060	1.877640753
Z025E0061	2.87229169
Z025E0063	1.412701997
Z025E0064	1.89163771
Z025E0065	1.23462982
Z025E0066	2.088910884
Z025E0067	0.208458988
Z025E0069	0.449962541
Z025E0070	1.719133509
Z025E0073	1.788823766
Z025E0074	1.685452875
Z025E0075	1.071725274
Z025E0076	2.846897272
Z025E0077	2.098966448
Z025E0078	-0.448269654
Z025E0079	3.911762964
Z025E0080	3.030996173
Z025E0081	1.239865499
Z025E0082	1.952814888
Z025E0083	-0.900820916
Z025E0085	4.255442279
Z025E0086	0.724254757
Z025E0087	0.094981791
Z025E0088	0.933572403
Z025E0090	3.4028825
Z025E0091	0.298509947
Z025E0092	3.061643712
Z025E0093	1.107283708
Z025E0094	2.752782829
Z025E0095	2.500255211
Z025E0096	2.041451165
Z025E0099	2.286532468
Z025E0101	1.148581942
Z025E0102	1.889275022
Z025E0103	2.398495207
Z025E0104	3.220348388
Z025E0105	1.079365779
Z025E0106	1.56516051
Z025E0107	1.342158421
Z025E0108	1.50944918
Z025E0109	0.376379268
Z025E0110	2.735348498
Z025E0111	1.056211213
Z025E0112	3.171822724
Z025E0113	2.489106313
Z025E0114	2.802304427
Z025E0116	2.832786303
Z025E0117	3.981332009
Z025E0118	2.164308008
Z025E0119	-0.048731495
Z025E0120	2.281251491
Z025E0121	3.943848686
Z025E0122	3.402175104
Z025E0123	-0.45573347
Z025E0126	0.162471864
Z025E0129	1.468996778
Z025E0130	2.110506915
Z025E0131	1.956660062
Z025E0132	-0.448789772
Z025E0133	1.529761906
Z025E0135	1.193853221
Z025E0136	1.059454742
Z025E0137	1.170827511
Z025E0138	2.898817309
Z025E0139	1.460264509
Z025E0140	0.937254746
Z025E0141	3.398637761
Z025E0142	0.283066701
Z025E0143	1.951449004
Z025E0145	3.385361145
Z025E0147	2.742043888
Z025E0148	2.167269002
Z025E0150	1.810464445
Z025E0152	1.498698907
Z025E0153	3.480534088
Z025E0154	2.376357631
Z025E0155	1.021876005
Z025E0156	1.359383283
Z025E0157	1.647278989
Z025E0158	2.825774736
Z025E0159	1.373166883
Z025E0160	3.176887456
Z025E0161	0.55103728
Z025E0163	0.641338877
Z025E0164	2.708268109
Z025E0165	0.970566959
Z025E0166	0.142729088
Z025E0168	2.66984915
Z025E0169	2.293201592
Z025E0170	0.289475361
Z025E0171	2.577249506
Z025E0172	0.075540494
Z025E0173	1.720755567
Z025E0174	0.943896477
Z025E0175	2.292793069
Z025E0176	2.362750995
Z025E0177	2.167269465
Z025E0178	1.026245212
Z025E0179	4.053653408
Z025E0180	2.34569201
Z025E0182	0.914209755
Z025E0183	2.208836265
Z025E0184	1.016487445
Z025E0185	0.36854362
Z025E0186	1.002971407
Z025E0187	1.007538769
Z025E0188	2.150413271
Z025E0189	2.479656425
Z025E0190	2.519454006
Z025E0192	1.753720187
Z025E0194	1.802743117
Z025E0195	2.743663314
Z025E0197	0.447889808
Z025E0198	0.346314798
Z025E0199	1.663890443
Z025E0200	1.702885842
